,BATCH,source_name,tissue,age,treatment,genotype,lab,age,health state,cell_type,tissue_type,provider,sex
SRX390504,,"BMDCs, LPS, 6 hrs, PU.1 ChIP",,,LPS,,,,,,,,
SRX390505,,"BMDCs, LPS, 6 hrs, BATF ChIP",,,LPS,,,,,,,,
SRX390506,,"BMDCs, LPS, 6 hrs, JunB ChIP",,,LPS,,,,,,,,
SRX391683,,TB40-E HCMV strain infected CD34+ cells,,,,,,,,,,,
SRX391684,,TB40-E HCMV strain infected CD34+ cells,,,,,,,,,,,
SRX391769,,Flt3 ligand derived dendritic cells,,,,Irf8+/+ Batf3+/+,,,,,,,
SRX391770,,Flt3 ligand derived dendritic cells,,,,Irf8-/- Batf3+/+,,,,,,,
SRX391771,,Flt3 ligand derived dendritic cells,,,,Irf8+/+ Batf3-/-,,,,,,,
SRX392034,,IMR90 human fiboblasts,,,,,,,,IMR90,,,
SRX392035,,IMR90 human fiboblasts,,,,,,,,IMR90,,,
SRX392036,,IMR90 human fiboblasts,,,,,,,,IMR90,,,
SRX392037,,IMR90 human fiboblasts,,,,,,,,IMR90,,,
SRX392040,,IMR90 human fiboblasts,,,,,,,,IMR90,,,
SRX392041,,IMR90 human fiboblasts,,,,,,,,IMR90,,,
SRX392293,,MCF7 cell line,,,none,,,,,MCF7,,,
SRX392294,,MCF7 cell line,,,PMA,,,,,MCF7,,,
SRX392295,,MCF7 cell line,,,none,,,,,MCF7,,,
SRX392296,,MCF7 cell line,,,PMA,,,,,MCF7,,,
SRX392687,,Oral cancer cell line,,,,mock,,,,,,,
SRX392688,,Oral cancer cell line,,,,wild type,,,,,,,
SRX392689,,Oral cancer cell line,,,,L211M,,,,,,,
SRX392690,,Oral cancer cell line,,,,mock,,,,,,,
SRX392691,,Oral cancer cell line,,,,wild type,,,,,,,
SRX392692,,Oral cancer cell line,,,,L211M,,,,,,,
SRX392728,,Haftl pre-B cells,,,,,,,,,,,
SRX392729,,Haftl pre-B cells,,,,,,,,,,,
SRX392730,,Haftl pre-B cells,,,,,,,,,,,
SRX392731,,Haftl pre-B cells,,,,,,,,,,,
SRX392732,,Haftl pre-B cells,,,,,,,,,,,
SRX392733,,Haftl pre-B cells,,,,,,,,,,,
SRX392734,,Haftl pre-B cells,,,,,,,,,,,
SRX392735,,Haftl pre-B cells,,,,,,,,,,,
SRX392736,,Haftl pre-B cells,,,,,,,,,,,
SRX392737,,Haftl pre-B cells,,,,,,,,,,,
SRX392738,,Haftl pre-B cells,,,,,,,,,,,
SRX392739,,Haftl pre-B cells,,,,,,,,,,,
SRX392740,,Haftl pre-B cells,,,,,,,,,,,
SRX392741,,Haftl pre-B cells,,,,,,,,,,,
SRX392742,,Haftl pre-B cells,,,,,,,,,,,
SRX392743,,Haftl pre-B cells,,,,,,,,,,,
SRX392744,,Haftl pre-B cells,,,,,,,,,,,
SRX392745,,Haftl pre-B cells,,,,,,,,,,,
SRX392756,,Haftl pre-B cells,,,,,,,,,,,
SRX392757,,Haftl pre-B cells,,,,,,,,,,,
SRX392758,,Haftl pre-B cells,,,,,,,,,,,
SRX392759,,Haftl pre-B cells,,,,,,,,,,,
SRX392760,,Haftl pre-B cells,,,,,,,,,,,
SRX392763,,Haftl pre-B cells,,,,,,,,,,,
SRX392764,,Haftl pre-B cells,,,,,,,,,,,
SRX392765,,Haftl pre-B cells,,,,,,,,,,,
SRX392766,,Haftl pre-B cells,,,,,,,,,,,
SRX392780,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392781,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392782,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392783,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392784,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392785,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392786,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392787,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392788,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392789,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392790,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392791,,GM12878-NRSF,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392792,,Jurkat-NRSF,,,,,,,,,,,
SRX392793,,Jurkat-NRSF,,,,,,,,,,,
SRX392794,,Jurkat-NRSF,,,,,,,,,,,
SRX392795,,Jurkat-NRSF,,,,,,,,,,,
SRX392796,,Jurkat-NRSF,,,,,,,,,,,
SRX392797,,Jurkat-NRSF,,,,,,,,,,,
SRX392798,,Jurkat-NRSF,,,,,,,,,,,
SRX392799,,Jurkat-NRSF,,,,,,,,,,,
SRX392800,,Jurkat-NRSF,,,,,,,,,,,
SRX392801,,Jurkat-NRSF,,,,,,,,,,,
SRX392802,,Jurkat-NRSF,,,,,,,,,,,
SRX392803,,Jurkat-NRSF,,,,,,,,,,,
SRX392804,,Jurkat-NRSF,,,,,,,,,,,
SRX392805,,Jurkat-NRSF,,,,,,,,,,,
SRX392806,,Jurkat-NRSF,,,,,,,,,,,
SRX392807,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392808,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392809,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392810,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392811,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392812,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392813,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392814,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392815,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392816,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392817,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392818,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392819,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392820,,GM12878-p300,,,,,,,,GM12878,,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId 165&amp;q GM12878,
SRX392832,,HEK293 cells,,,,,,,,,,,
SRX392833,,HEK293 cells,,,,,,,,,,,
SRX392834,,HEK293 cells,,,,,,,,,,,
SRX392835,,HEK293 cells,,,,,,,,,,,
SRX392836,,HEK293 cells,,,,,,,,,,,
SRX392837,,HEK293 cells,,,,,,,,,,,
SRX392838,,HEK293 cells,,,,,,,,,,,
SRX393515,,Human primary endothelial colony-forming cells,,,none,,,,,,,,
SRX393516,,Human primary endothelial colony-forming cells,,,none,,,,,,,,
SRX393517,,Human primary endothelial colony-forming cells,,,100 ng/ml final TSA,,,,,,,,
SRX393518,,Human primary endothelial colony-forming cells,,,100 ng/ml final TSA,,,,,,,,
SRX395521,,staged L4 larvae from OP179 (SNPC-4-GFP transgenic strain),whole animal,,,,,,,,whole animal,,
SRX395522,,staged L4 larvae from OP179 (SNPC-4-GFP transgenic strain),whole animal,,,,,,,,whole animal,,
SRX395523,,staged young adults from OP179 (SNPC-4-GFP transgenic strain),whole animal,,,,,,,,whole animal,,
SRX395524,,staged young adults from OP179 (SNPC-4-GFP transgenic strain),whole animal,,,,,,,,whole animal,,
SRX395525,,staged young adults from OP179 (SNPC-4-GFP transgenic strain),whole animal,,,,,,,,whole animal,,
SRX395526,,staged young adults from OP179 (SNPC-4-GFP transgenic strain),whole animal,,,,,,,,whole animal,,
SRX395527,,staged young adults from YL457 (germline-specific SNPC-4-GFP transgenic strain),germline,,,,,,,,germline,,
SRX395528,,staged young adults from YL457 (germline-specific SNPC-4-GFP transgenic strain),germline,,,,,,,,germline,,
SRX395529,,staged young adults from YL524 [glp-1;OP179 (germ cell-deficient SNPC-4-GFP transgenic strain)],soma,,,,,,,,soma,,
SRX395530,,staged young adults from YL524 [glp-1;OP179 (germ cell-deficient SNPC-4-GFP transgenic strain)],soma,,,,,,,,soma,,
SRX395531,,staged young adults (N2),whole animal,,,,,,,,whole animal,,
SRX395532,,staged young adults (N2),whole animal,,,,,,,,whole animal,,
SRX395608,,Breast cancer cell line,,,unstimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395609,,Breast cancer cell line,,,progestin R5020-stimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395610,,Breast cancer cell line,,,unstimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395611,,Breast cancer cell line,,,progestin R5020-stimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395612,,Breast cancer cell line,,,unstimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395613,,Breast cancer cell line,,,progestin R5020-stimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395614,,Breast cancer cell line,,,unstimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395615,,Breast cancer cell line,,,progestin R5020-stimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395616,,Breast cancer cell line,,,unstimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX395617,,Breast cancer cell line,,,progestin R5020-stimulated,,,,,Breast cancer cell line T47D-MTVL,,,
SRX396237,,Embryonic stem cells,,,Control,Wildtype (E14Tg2a),,,,,,,
SRX396238,,Embryonic stem cells,,,"Doxorubicin (1mM,  6 hours)",Cfp1 -/-,,,,,,,
SRX396239,,Embryonic stem cells,,,Control,Wildtype (E14Tg2a),,,,,,,
SRX396240,,Embryonic stem cells,,,Control,Wildtype (E14Tg2a),,,,,,,
SRX396241,,Embryonic stem cells,,,"Doxorubicin (1mM,  6 hours)",Wildtype (E14Tg2a),,,,,,,
SRX396242,,Embryonic stem cells,,,"Doxorubicin (1mM,  6 hours)",Wildtype (E14Tg2a),,,,,,,
SRX396243,,Embryonic stem cells,,,Control,Cfp1 -/-,,,,,,,
SRX396244,,Embryonic stem cells,,,Control,Cfp1 -/-,,,,,,,
SRX396245,,Embryonic stem cells,,,"Doxorubicin (1mM,  6 hours)",Cfp1 -/-,,,,,,,
SRX396246,,Embryonic stem cells,,,"Doxorubicin (1mM,  6 hours)",Cfp1 -/-,,,,,,,
SRX396247,,Embryonic stem cells,,,Control,Wildtype (E14Tg2a),,,,,,,
SRX396248,,Embryonic stem cells,,,"Doxorubicin (1mM,  6 hours)",Wildtype (E14Tg2a),,,,,,,
SRX396249,,Embryonic stem cells,,,Control,Cfp1 -/-,,,,,,,
SRX396250,,Embryonic stem cells,,,"Doxorubicin (1mM,  6 hours)",Cfp1 -/-,,,,,,,
SRX396251,,diploid fibroblast,,,,,,,,,,,
SRX396252,,diploid fibroblast,,,,,,,,,,,
SRX396253,,diploid fibroblast,,,,,,,,,,,
SRX396254,,diploid fibroblast,,,,,,,,,,,
SRX396255,,diploid fibroblast,,,,,,,,,,,
SRX396256,,diploid fibroblast,,,,,,,,,,,
SRX396257,,diploid fibroblast,,,,,,,,,,,
SRX396258,,diploid fibroblast,,,,,,,,,,,
SRX396259,,diploid fibroblast,,,,,,,,,,,
SRX396260,,diploid fibroblast,,,,,,,,,,,
SRX396261,,diploid fibroblast,,,,,,,,,,,
SRX396262,,diploid fibroblast,,,,,,,,,,,
SRX396263,,diploid fibroblast,,,,,,,,,,,
SRX396264,,diploid fibroblast,,,,,,,,,,,
SRX396265,,diploid fibroblast,,,,,,,,,,,
SRX396266,,diploid fibroblast,,,,,,,,,,,
SRX396267,,diploid fibroblast,,,,,,,,,,,
SRX396268,,diploid fibroblast,,,,,,,,,,,
SRX396269,,diploid fibroblast,,,,,,,,,,,
SRX396276,,293T Rex cell line,,,,,,,,,,,
SRX396277,,293T Rex cell line,,,,,,,,,,,
SRX396278,,293T Rex cell line,,,,,,,,,,,
SRX396279,,293T Rex cell line,,,,,,,,,,,
SRX396280,,293T Rex cell line,,,,,,,,,,,
SRX396281,,293T Rex cell line,,,,,,,,,,,
SRX396282,,293T Rex cell line,,,,,,,,,,,
SRX396283,,293T Rex cell line,,,,,,,,,,,
SRX396284,,293T Rex cell line,,,,,,,,,,,
SRX396285,,293T Rex cell line,,,,,,,,,,,
SRX396286,,293T Rex cell line,,,,,,,,,,,
SRX396287,,293T Rex cell line,,,,,,,,,,,
SRX396288,,293T Rex cell line,,,,,,,,,,,
SRX396289,,293T Rex cell line,,,,,,,,,,,
SRX396312,,jejunal crypt intestinal  epithelial cells,,,,,,,,,,,
SRX396313,,ES cells,,,,,,,,E14 wild type,,,
SRX396314,,in vitro differentiated cells,,,,,,,,E14 wild type,,,
SRX396315,,ES cells,,,,,,,,Suz12GT,,,
SRX396316,,in vitro differentiated cells,,,,,,,,Suz12GT,,,
SRX396317,,ES cells,,,,,,,,Suz12delta,,,
SRX396318,,in vitro differentiated cells,,,,,,,,Suz12delta,,,
SRX396319,,ES cells,,,,,,,,Eednull,,,
SRX396320,,in vitro differentiated cells,,,,,,,,Eednull,,,
SRX396321,,ES cells,,,,,,,,Suz12GT,,,
SRX396568,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396569,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396570,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396571,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396572,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396573,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396574,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396575,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396576,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396577,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396578,,Cultured fibroblasts,normal breast,,,,,,,,normal breast,,
SRX396579,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396580,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396581,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396582,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396583,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396584,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396585,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396586,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396587,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396588,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396589,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396590,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396591,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396592,,Cultured fibroblasts,normal foreskin,,,,,,,,normal foreskin,,
SRX396744,,"Mammary gland tissues, L1, H3K4me3 ChIP",mammary gland,,,,,,,,mammary gland,,
SRX396745,,"Mammary gland tissues, L1, input",mammary gland,,,,,,,,mammary gland,,
SRX396746,,"Mammary gland tissues, L1, STAT5A ChIP",mammary gland,,,,,,,,mammary gland,,
SRX396747,,"Mammary gland tissues, p13, input",mammary gland,,,,,,,,mammary gland,,
SRX396748,,"Mammary gland tissues, p13, STAT5A ChIP",mammary gland,,,,,,,,mammary gland,,
SRX396749,,"MECs (mammary epithelial cells), p13, H3K4me3 ChIP",MECs (mammary epithelial cells),,,,,,,,MECs (mammary epithelial cells),,
SRX396750,,"MECs (mammary epithelial cells), p13, input",MECs (mammary epithelial cells),,,,,,,,MECs (mammary epithelial cells),,
SRX396818,,"mammary gland, adenocarcinoma",,,,,,,,MCF-7,,,
SRX396819,,"mammary gland, adenocarcinoma",,,,,,,,MCF-7,,,
SRX396820,,"mammary gland, adenocarcinoma",,,,,,,,MCF-7,,,
SRX396833,,DLD1 colon cancer cells,,,,,,,,DLD1 colon cancer cells,,,
SRX396834,,DLD1 colon cancer cells,,,,,,,,DLD1 colon cancer cells,,,
SRX396835,,DLD1 colon cancer cells,,,,,,,,DLD1 colon cancer cells,,,
SRX396836,,DLD1 colon cancer cells,,,,,,,,DLD1 colon cancer cells,,,
SRX396837,,DLD1 colon cancer cells,,,,,,,,DLD1 colon cancer cells,,,
SRX396838,,DLD1 colon cancer cells,,,,,,,,DLD1 colon cancer cells,,,
SRX396839,,DLD1 colon cancer cells,,,,,,,,DLD1 colon cancer cells,,,
SRX396840,,DLD1 colon cancer cells,,,,,,,,DLD1 colon cancer cells,,,
SRX397010,,Neural Progenitor cell (NPC),,,,,,,,E14TG2a,,,
SRX397011,,Neural Progenitor cell (NPC),,,,,,,,E14TG2a,,,
SRX397012,,Neural Progenitor cell (NPC),,,,,,,,E14TG2a,,,
SRX397052,,Pho n-ChIP S2,,,,,,,,S2,,,
SRX397053,,Pho n-ChIP S2,,,,,,,,S2,,,
SRX397054,,GAF n-ChIP S2,,,,,,,,S2,,,
SRX397055,,GAF n-ChIP S2,,,,,,,,S2,,,
SRX397056,,Adf1 n-ChIP S2,,,,,,,,S2,,,
SRX397057,,Adf1 n-ChIP S2,,,,,,,,S2,,,
SRX398094,,T-ALL cell line,,,,,,,,Jurkat,,,
SRX398095,,T-ALL cell line,,,,,,,,Jurkat,,,
SRX398096,,T-ALL cell line,,,,,,,,Jurkat,,,
SRX398105,,3134 cells,,,untreated,,,,,3134 murine mammary epithelial cell line,,,
SRX398106,,3134 cells,,,untreated,,,,,3134 murine mammary epithelial cell line,,,
SRX398107,,3134 cells,,,untreated,,,,,3134 murine mammary epithelial cell line,,,
SRX398108,,3134 cells,,,untreated,,,,,3134 murine mammary epithelial cell line,,,
SRX398109,,3134 cells,,,untreated,,,,,3134 murine mammary epithelial cell line,,,
SRX398110,,3134 cells,,,untreated,,,,,3134 murine mammary epithelial cell line,,,
SRX398111,,3134 cells,,,untreated,,,,,3134 murine mammary epithelial cell line,,,
SRX398112,,3134 cells,,,untreated,,,,,3134 murine mammary epithelial cell line,,,
SRX398114,,3134+tet,,,DNase-Seq (+Tet),,,,,3134 murine mammary epithelial cell line,,,
SRX398115,,3134-tet,,,DNase-Seq (-Tet),,,,,3134 murine mammary epithelial cell line,,,
SRX398116,,3134+tet (DNBrg1),,,"DNase-Seq (+Tet, dominant-negative Brg1 )",,,,,3134 murine mammary epithelial cell line,,,
SRX398117,,3134-tet (DNBrg1),,,"DNase-Seq (-Tet, dominant-negative Brg1 )",,,,,3134 murine mammary epithelial cell line,,,
SRX398118,,3134+tet (DNCHD4),,,"DNase-Seq (+Tet, dominant-negative CHD4 )",,,,,3134 murine mammary epithelial cell line,,,
SRX398119,,3134-tet (DNCHD4),,,"DNase-Seq (-Tet, dominant-negative CHD4 )",,,,,3134 murine mammary epithelial cell line,,,
SRX398120,,3134+tet (DNSnf2h),,,"DNase-Seq (+Tet, dominant-negative Snf2h)",,,,,3134 murine mammary epithelial cell line,,,
SRX398121,,3134-tet (DNSnf2h),,,"DNase-Seq (-Tet, dominant-negative Snf2h)",,,,,3134 murine mammary epithelial cell line,,,
SRX398228,,Pro-B cell,,,,Ebf1(Bio/Bio),,,,,,,
SRX398229,,Pro-B cell,,,,Spi1(ihCd2/ihCd2) R26(BirA/BirA),,,,,,,
SRX398230,,Pro-B cell,,,,Rag2(-/-),,,,,,,
SRX398231,,Pro-B cell,,,,Ikzf1(ihCd2/ihCd2) R26(BirA/BirA) Rag2(-/-),,,,,,,
SRX398232,,DN3 cell,,,,Rag2(-/-),,,,,,,
SRX398233,,Pro-B cell,,,,Rag2(-/-),,,,,,,
SRX398234,,DP-T cell,,,,Ikzf1(ihCd2/ihCd2) R26(BirA/BirA),,,,,,,
SRX398240,,Pre-pro-B cell,,,,Ikzf1(ihCd2/ihCd2) R26(BirA/+) Ebf1(fl/fl) Vav-Cre,,,,,,,
SRX398246,,Pro-B cell,,,,Ikzf1(fl/+) Cd79(cre/+),,,,,,,
SRX398247,,Pro-B cell,,,,Ikzf1(fl/-) Cd79(cre/+),,,,,,,
SRX398268,,Pro-B cell,,,,Rag2(-/-) Ikzf1(fl/+) Cd79a(Cre/+),,,,,,,
SRX398269,,Pro-B cell,,,,Rag2(-/-) Ikzf1(fl/+) Cd79a(Cre/+),,,,,,,
SRX398270,,Pro-B cell,,,,Rag2(-/-) Ikzf1(fl/-) Cd79a(Cre/+),,,,,,,
SRX398271,,Pro-B cell,,,,Rag2(-/-) Ikzf1(fl/-) Cd79a(Cre/+),,,,,,,
SRX398272,,Pro-B cell,,,,Rag2(-/-) Ikzf1(fl/+) Cd79a(Cre/+),,,,,,,
SRX398273,,Pro-B cell,,,,Rag2(-/-) Ikzf1(fl/+) Cd79a(Cre/+),,,,,,,
SRX398274,,Pro-B cell,,,,Rag2(-/-) Ikzf1(fl/-) Cd79a(Cre/+),,,,,,,
SRX398275,,Pro-B cell,,,,Rag2(-/-) Ikzf1(fl/-) Cd79a(Cre/+),,,,,,,
SRX398288,,Diffuse Large B-Cell Lymphoma,,,,,,,,LY1,,,
SRX398289,,Diffuse Large B-Cell Lymphoma,,,,,,,,LY1,,,
SRX398290,,Diffuse Large B-Cell Lymphoma,,,,,,,,LY1,,,
SRX398291,,Diffuse Large B-Cell Lymphoma,,,,,,,,LY1,,,
SRX398292,,Diffuse Large B-Cell Lymphoma,,,,,,,,LY1,,,
SRX398293,,Diffuse Large B-Cell Lymphoma,,,,,,,,LY1,,,
SRX398294,,Diffuse Large B-Cell Lymphoma,,,,,,,,LY1,,,
SRX398295,,Diffuse Large B-Cell Lymphoma,,,,,,,,LY1,,,
SRX398296,,Colon Carcinoma,,,,,,,,Colo741,,,
SRX398297,,Colon Carcinoma,,,,,,,,Colo741,,,
SRX398298,,Colon Carcinoma,,,,,,,,HT29,,,
SRX398299,,Colon Carcinoma,,,,,,,,HT29,,,
SRX398300,,Colon Carcinoma,,,,,,,,HT29,,,
SRX398301,,Colon Carcinoma,,,,,,,,SW480,,,
SRX398302,,Colon Carcinoma,,,,,,,,SW480,,,
SRX398480,,"Liver tissue, WT, 3 months, H3K4me3 ChIP",liver,3 months,,,,3 months,,,liver,,
SRX398481,,"Liver tissue, E1KO, 3 months, H3K4me3 ChIP",liver,3 months,,,,3 months,,,liver,,
SRX398482,,"Liver tissue, E2KO, 3 months, H3K4me3 ChIP",liver,3 months,,,,3 months,,,liver,,
SRX398483,,"Liver tissue, DKO, 3 months, H3K4me3 ChIP",liver,3 months,,,,3 months,,,liver,,
SRX398484,,"Liver tissue, WT, 3 months, H3K27me3 ChIP",liver,3 months,,,,3 months,,,liver,,
SRX398485,,"Liver tissue, E1KO, 3 months, H3K27me3 ChIP",liver,3 months,,,,3 months,,,liver,,
SRX398486,,"Liver tissue, E2KO, 3 months, H3K27me3 ChIP",liver,3 months,,,,3 months,,,liver,,
SRX398487,,"Liver tissue, DKO, 3 months, H3K27me3 ChIP",liver,3 months,,,,3 months,,,liver,,
SRX398488,,"Liver tissue, pooled, 3 months, input",liver,3 months,,,,3 months,,,liver,,
SRX398496,,,,,,Th2a+/+Th2b+/+; Nanog-GFP transgenic,,,,,,,
SRX403434,,"Control, ChIP-seq",whole heads,10 days old,,,,10 days old,,,whole heads,,male
SRX403435,,"Tau, ChIP-seq",whole heads,10 days old,,,,10 days old,,,whole heads,,male
SRX403436,,"Control, ChIP-seq",whole heads,10 days old,,,,10 days old,,,whole heads,,male
SRX403437,,"Tau, ChIP-seq",whole heads,10 days old,,,,10 days old,,,whole heads,,male
SRX403438,,"Control, Input",whole heads,10 days old,,,,10 days old,,,whole heads,,male
SRX403439,,"Tau, Input",whole heads,10 days old,,,,10 days old,,,whole heads,,male
SRX403440,,"Control, Input",whole heads,10 days old,,,,10 days old,,,whole heads,,male
SRX403441,,"Tau, Input",whole heads,10 days old,,,,10 days old,,,whole heads,,male
SRX403479,,"mammary tissues, E2KO, p13, no treatment, H3K27me3 ChIP",mammary,,none,,,,,,mammary,,
SRX403480,,"mammary tissues, control, p13, no treatment, H3K27me3 ChIP",mammary,,none,,,,,,mammary,,
SRX403481,,"mammary tissues, p13, no treatment, input",mammary,,none,,,,,,mammary,,
SRX403482,,"mammary tissues, E2KO, p13, no treatment, Stat5 ChIP",mammary,,none,,,,,,mammary,,
SRX403483,,"mammary tissues, control, p13, no treatment, Stat5 ChIP",mammary,,none,,,,,,mammary,,
SRX403484,,"mammary tissues, p13, no treatment, input",mammary,,none,,,,,,mammary,,
SRX403485,,"MECs, E2KO, p13, no treatment, H3K4me3 ChIP",,,none,,,,,,,,
SRX403486,,"MECs, control, p13, no treatment, H3K4me3 ChIP",,,none,,,,,,,,
SRX403487,,"MECs, p13, no treatment, input",,,none,,,,,,,,
SRX403582,,Liver,Liver,3 Month,,,,3 Month,,,Liver,,Male
SRX403583,,Liver,Liver,3 Month,,,,3 Month,,,Liver,,Male
SRX403584,,Liver,Liver,3 Month,,,,3 Month,,,Liver,,Male
SRX403585,,Liver,Liver,3 Month,,,,3 Month,,,Liver,,Male
SRX403586,,Liver,Liver,3 Month,,,,3 Month,,,Liver,,Male
SRX403587,,Liver,Liver,3 Month,,,,3 Month,,,Liver,,Male
SRX403588,,Liver,Liver,3 Month,,,,3 Month,,,Liver,,Male
SRX404068,,KH2 mouse embryonic stem cells,,,,,,,,,,,
SRX404069,,KH2 mouse embryonic stem cells,,,,,,,,,,,
SRX404070,,KH2 mouse embryonic stem cells,,,,,,,,,,,
SRX404305,,ZHBTc4-TS cells,,,,,,,,,,,
SRX404306,,ZHBTc4-TS cells,,,,,,,,,,,
SRX404307,,ZHBTc4-TS cells,,,,,,,,,,,
SRX404308,,EGFP-TS3.5 TS cells,,,,,,,,,,,
SRX404309,,ZHBTc4-TS cells,,,,,,,,,,,
SRX404310,,EGFP-TS3.5 TS cells,,,,,,,,,,,
SRX404386,,mESCs,,E14,,wt,,E14,,,,,
SRX404387,,mESCs,,E14,,wt,,E14,,,,,
